recovery_id,product_id,recovery_center_id,recovery_center_name,recovery_date,material_type,weight_recovered,condition,recycling_method,recovered_by,circular_credit_amount,gps_lat,gps_lon,verification_hash
REC-20260201-34493,PAPM001202602261731018191,R002,Mumbai Waste Warriors,1769889812.266006,Paper/Cardboard,10.46,damaged,chemical,Collector-12,83.66,13.177743640111403,78.08160385898958,094b9668e9827daf
REC-20260201-84900,E-WM001202602261731019676,R005,Kolkata Recovery,1769890031.812729,E-Waste PCB,19.21,good,chemical,Collector-89,864.61,13.145642643212646,77.12720570316061,45f8d29c1b1a41be
REC-20260201-50493,STEM007202602261731019857,R004,Chennai Green Center,1769890288.396431,Steel,27.31,damaged,pyrolysis,Collector-59,955.88,13.329169343081052,77.59681878485554,88dfd1fa65b804f6
REC-20260201-64818,PAPM003202602261731019518,R004,Chennai Green Center,1769890718.597655,Paper/Cardboard,40.92,good,pyrolysis,Collector-13,327.37,12.671908346874899,78.01524538983476,06f6201dbd705ce7
REC-20260201-97224,GLAM003202602261731012274,R008,Hyderabad Green,1769891880.356307,Glass,46.75,good,mechanical,Collector-16,233.76,12.478366715838817,77.37909026527598,a434bbaa6813b3c0
REC-20260201-42405,STEM004202602261731017054,R001,Delhi Recycling Hub,1769892436.055979,Steel,1.71,damaged,chemical,Collector-14,59.99,12.826825344453017,77.73083769997487,4f0adead141fe8ea
REC-20260201-81062,ALUM004202602261731017547,R001,Delhi Recycling Hub,1769892449.495103,Aluminum,31.59,end_of_life,composting,Collector-83,1105.78,12.892954258793411,77.83934396398091,34abe87cc667b792
REC-20260201-50665,STEM008202602261731019749,R007,Ahmedabad Waste,1769892545.630028,Steel,40.81,end_of_life,composting,Collector-72,1428.4,13.045009690629602,77.19325772257227,fdb7b10b1c95ce30
REC-20260201-51815,HDPM004202602261731017517,R002,Mumbai Waste Warriors,1769893169.412289,HDPE Plastic,10.15,damaged,chemical,Collector-59,152.28,13.45535525816759,77.4130030492458,05e65a38a8ffebc0
REC-20260201-91953,PETM001202602261731012539,R005,Kolkata Recovery,1769894538.757875,PET Plastic,11.25,damaged,chemical,Collector-27,168.68,12.756305405818622,77.78186925292171,2ad7cb672ff14887
REC-20260201-76953,ALUM002202602261731019897,R001,Delhi Recycling Hub,1769895608.375284,Aluminum,4.27,damaged,composting,Collector-16,149.44,12.936367188662292,77.10185762745562,348ae74d82f381ec
REC-20260201-43654,ALUM007202602261731017359,R005,Kolkata Recovery,1769895871.222832,Aluminum,19.18,good,mechanical,Collector-36,671.21,12.879305253626523,78.03852749179491,1e97348d55cba5ce
REC-20260201-42417,ALUM006202602261731012294,R006,Pune Recycling,1769895895.720045,Aluminum,1.04,excellent,chemical,Collector-44,36.29,12.835777104733932,77.16959427657596,435f38c5c414a5dc
REC-20260201-68284,COPM003202602261731019243,R004,Chennai Green Center,1769896230.81648,Copper,1.37,good,composting,Collector-19,47.83,12.62312240082049,77.92919290563002,bfe4a647be3fca3a
REC-20260201-65479,LITM001202602261731014130,R002,Mumbai Waste Warriors,1769899525.877721,Lithium Battery,26.1,damaged,chemical,Collector-27,1174.64,12.895230608995337,77.12005564297237,7d0183c7b3af0616
REC-20260201-39425,STEM005202602261731017033,R004,Chennai Green Center,1769901631.446545,Steel,21.87,excellent,chemical,Collector-60,765.34,12.50213229490696,77.76222221844421,d76734ec096e4d3a
REC-20260201-89395,PAPM004202602261731013042,R002,Mumbai Waste Warriors,1769902959.467112,Paper/Cardboard,7.03,good,composting,Collector-70,56.28,13.390668915312661,78.07341785023196,5f4e659f57edf674
REC-20260201-98014,STEM007202602261731014662,R008,Hyderabad Green,1769904010.08349,Steel,13.72,good,composting,Collector-7,480.06,12.516067109946386,78.07948541013228,662634b3276a5380
REC-20260201-96027,GLAM002202602261731016346,R006,Pune Recycling,1769905248.397295,Glass,18.73,damaged,mechanical,Collector-83,93.66,13.050874836831678,77.59518523307685,00d1b59876b0b218
REC-20260201-73513,LITM008202602261731019248,R008,Hyderabad Green,1769906242.254772,Lithium Battery,27.13,good,pyrolysis,Collector-33,1220.83,13.45529783271031,77.89066646171467,35c3f9de27f0211f
REC-20260201-58815,PAPM001202602261731018425,R001,Delhi Recycling Hub,1769906419.040809,Paper/Cardboard,31.41,excellent,pyrolysis,Collector-38,251.31,13.445081916046444,77.84602797934954,422f1b4d6bc548af
REC-20260201-90645,PAPM001202602261731015093,R007,Ahmedabad Waste,1769908665.055394,Paper/Cardboard,17.95,damaged,mechanical,Collector-9,143.63,13.457960332592558,77.75385422835103,6e857a7ae7697f06
REC-20260201-26281,COPM001202602261731014451,R005,Kolkata Recovery,1769911348.255624,Copper,28.91,good,mechanical,Collector-16,1011.82,12.803287351653848,77.61532162810379,981b5d634dbefe57
REC-20260201-70145,HDPM006202602261731018633,R008,Hyderabad Green,1769911357.396397,HDPE Plastic,6.13,good,mechanical,Collector-71,91.98,12.936860747642008,77.89428650414077,6376ed1225bc9b3c
REC-20260201-71025,PETM008202602261731018483,R008,Hyderabad Green,1769913218.075713,PET Plastic,9.92,good,chemical,Collector-82,148.74,13.313922209287533,77.61572455598206,225bfdfc0eb5c8d2
REC-20260201-90426,PETM008202602261731017288,R003,Bengaluru E-Parisara,1769913933.769489,PET Plastic,31.02,good,chemical,Collector-57,465.37,13.223558503161406,77.1033164702895,ea5153e3cf563be4
REC-20260201-71174,STEM006202602261731012747,R001,Delhi Recycling Hub,1769914345.071254,Steel,22.04,damaged,composting,Collector-10,771.57,13.263937876643912,77.17258856422451,07e98069687a45b2
REC-20260201-72026,HDPM003202602261731016647,R007,Ahmedabad Waste,1769915934.973621,HDPE Plastic,0.8,damaged,composting,Collector-68,11.95,12.793323124386442,77.37436548948709,27391a7159fd7350
REC-20260201-92486,HDPM006202602261731013446,R006,Pune Recycling,1769916651.160328,HDPE Plastic,1.83,excellent,pyrolysis,Collector-60,27.41,12.612043143402337,77.83753806840797,f67e99d71c82dc14
REC-20260201-71530,E-WM007202602261731019642,R004,Chennai Green Center,1769916850.49639,E-Waste PCB,14.52,good,composting,Collector-69,653.58,13.334250296095203,77.43018103157996,c22c75ce99bc04ce
REC-20260201-57820,ALUM006202602261731016151,R006,Pune Recycling,1769917217.657926,Aluminum,13.62,damaged,chemical,Collector-53,476.83,12.613669219735366,77.38858439699641,8db15938ae0dedd3
REC-20260201-85909,ALUM005202602261731017304,R003,Bengaluru E-Parisara,1769917333.933183,Aluminum,32.39,good,pyrolysis,Collector-40,1133.75,12.691878311917145,77.5900719683968,9df44dbe493d3873
REC-20260201-51636,HDPM001202602261731018954,R003,Bengaluru E-Parisara,1769918889.592836,HDPE Plastic,39.52,excellent,mechanical,Collector-43,592.83,12.855818566160645,77.27191692578285,8db31ef566ebeea6
REC-20260201-20388,HDPM001202602261731013587,R008,Hyderabad Green,1769921195.818802,HDPE Plastic,16.17,damaged,mechanical,Collector-22,242.62,12.889422220638583,77.19212590966639,337251fe449f16b8
REC-20260201-40193,PETM002202602261731019236,R004,Chennai Green Center,1769921432.806499,PET Plastic,30.07,good,composting,Collector-19,451.09,13.039439760638507,77.61408187106754,d4704987708c5993
REC-20260201-69737,PETM008202602261731018429,R006,Pune Recycling,1769921989.056824,PET Plastic,17.0,good,chemical,Collector-61,255.04,12.5672391153281,77.42431604356045,9b0842cc0114c8f3
REC-20260201-52726,HDPM005202602261731012953,R003,Bengaluru E-Parisara,1769922275.642833,HDPE Plastic,24.55,damaged,composting,Collector-61,368.24,12.751095401840018,77.13458591676255,432d7c730445ce99
REC-20260201-59864,LITM002202602261731019162,R003,Bengaluru E-Parisara,1769923784.700129,Lithium Battery,8.02,damaged,chemical,Collector-83,360.72,13.097192686457104,77.72436942230487,1a3a84d3380df726
REC-20260201-36767,STEM006202602261731017224,R006,Pune Recycling,1769925049.562779,Steel,3.54,damaged,chemical,Collector-98,124.01,12.964773693646563,77.6113454329294,d83dd365b25e21d5
REC-20260201-95289,PAPM008202602261731018309,R004,Chennai Green Center,1769926176.105322,Paper/Cardboard,30.25,end_of_life,pyrolysis,Collector-63,242.02,13.38396741988938,77.78213886654997,2a8599215e3555b8
REC-20260201-76719,ALUM002202602261731018999,R008,Hyderabad Green,1769926573.201932,Aluminum,21.6,damaged,composting,Collector-26,756.08,12.618306893568382,78.01040177029229,47cc51e2c16dba72
REC-20260201-84807,COPM004202602261731018982,R008,Hyderabad Green,1769928522.21728,Copper,33.85,good,chemical,Collector-89,1184.91,13.127331729207626,77.69965094966092,f111243e73c62ed6
REC-20260201-79325,PETM004202602261731016015,R006,Pune Recycling,1769928733.005438,PET Plastic,30.97,excellent,pyrolysis,Collector-76,464.51,12.931580143840879,77.38787812838518,7fdda4eb30de4258
REC-20260201-69025,GLAM001202602261731019728,R004,Chennai Green Center,1769929669.121123,Glass,16.3,good,composting,Collector-66,81.52,12.998267873090139,77.82072159897325,a6593cf5cf92e169
REC-20260201-29847,PAPM001202602261731014170,R007,Ahmedabad Waste,1769931438.558539,Paper/Cardboard,24.9,good,pyrolysis,Collector-72,199.19,13.164522059239705,77.59269775641415,60db1d25bb131b35
REC-20260201-83884,GLAM001202602261731017591,R002,Mumbai Waste Warriors,1769931475.28278,Glass,43.12,end_of_life,chemical,Collector-45,215.59,12.573890586860124,77.19930382213761,67dffc60e4c48d76
REC-20260201-89355,PAPM003202602261731019478,R005,Kolkata Recovery,1769932250.73759,Paper/Cardboard,33.8,end_of_life,composting,Collector-43,270.36,12.906330753360589,77.64667749642447,d1540a410e740fb4
REC-20260201-40652,ORGM005202602261731019222,R005,Kolkata Recovery,1769932284.831024,Organic Waste,10.62,good,chemical,Collector-54,31.86,12.933612659304789,77.85169282134021,8999bc87974af646
REC-20260201-73194,COPM005202602261731012111,R002,Mumbai Waste Warriors,1769933368.476633,Copper,23.51,excellent,composting,Collector-70,822.77,12.70805573834106,77.97186714549149,311c67a377b2aec3
REC-20260201-19223,GLAM006202602261731019629,R001,Delhi Recycling Hub,1769933924.153091,Glass,32.91,good,chemical,Collector-98,164.55,13.428175392825876,77.13208131169348,3c049dbfd2df9f84
REC-20260201-81914,E-WM005202602261731016016,R007,Ahmedabad Waste,1769938029.055902,E-Waste PCB,22.81,damaged,chemical,Collector-52,1026.46,12.689523363390041,77.42975162421388,b20a5299c767d484
REC-20260201-49329,PAPM007202602261731013204,R006,Pune Recycling,1769938695.376809,Paper/Cardboard,15.46,good,composting,Collector-25,123.71,12.887123548585524,77.33725528414855,52405bab62723662
REC-20260201-54767,PETM003202602261731013792,R007,Ahmedabad Waste,1769938998.023995,PET Plastic,28.94,good,composting,Collector-63,434.06,13.061370492700766,77.90461248097861,c01490eaad952ca1
REC-20260201-71977,PAPM007202602261731013113,R005,Kolkata Recovery,1769939181.854627,Paper/Cardboard,22.89,damaged,mechanical,Collector-26,183.08,12.904143355821668,77.20531588424346,be493acb4157da73
REC-20260201-76697,PETM005202602261731018477,R003,Bengaluru E-Parisara,1769939549.130983,PET Plastic,4.14,good,pyrolysis,Collector-38,62.09,12.789647050098907,77.37977511409058,a4fbe75837bbae6c
REC-20260201-46670,HDPM003202602261731014785,R006,Pune Recycling,1769940439.687686,HDPE Plastic,9.3,good,pyrolysis,Collector-42,139.46,13.003816428032536,77.2840243101972,51426cb45384c68a
REC-20260201-32684,COPM005202602261731015948,R007,Ahmedabad Waste,1769940722.741185,Copper,38.15,good,chemical,Collector-19,1335.17,12.708770114656861,77.46603716291428,07b0cfc45de8a191
REC-20260201-95672,HDPM001202602261731015458,R002,Mumbai Waste Warriors,1769940951.024772,HDPE Plastic,19.97,damaged,chemical,Collector-21,299.53,12.749797120650292,77.14845222173865,2487521b075381e0
REC-20260201-21944,E-WM002202602261731012671,R004,Chennai Green Center,1769942744.202654,E-Waste PCB,7.2,good,mechanical,Collector-78,324.19,13.086528929914696,77.18361830540005,6991fccc34a5ded6
REC-20260201-18086,E-WM006202602261731012915,R005,Kolkata Recovery,1769944567.679884,E-Waste PCB,35.69,damaged,chemical,Collector-75,1606.08,12.96659304670931,77.93938057953429,58402da731f17975
REC-20260201-29157,E-WM007202602261731018608,R001,Delhi Recycling Hub,1769948039.743189,E-Waste PCB,5.84,end_of_life,mechanical,Collector-22,262.76,13.1644089613411,77.62524781380614,59b85121bdbb2f5a
REC-20260201-55912,PAPM008202602261731013741,R004,Chennai Green Center,1769948644.333832,Paper/Cardboard,1.35,excellent,chemical,Collector-31,10.8,12.97045762183784,77.5685575088151,f7f04e01a1ecffed
REC-20260201-94928,PETM003202602261731018807,R008,Hyderabad Green,1769949113.899692,PET Plastic,0.77,excellent,pyrolysis,Collector-42,11.5,13.285284401844505,77.84221508536935,a2c211d262d1824f
REC-20260201-58761,STEM001202602261731015144,R006,Pune Recycling,1769949243.379713,Steel,13.39,damaged,composting,Collector-4,468.66,12.754077425527942,77.99429824057039,ed3740e2d57cda0c
REC-20260201-65845,LITM004202602261731015553,R008,Hyderabad Green,1769950009.925782,Lithium Battery,26.91,excellent,composting,Collector-61,1210.74,12.969286576973875,77.61125475393519,d71e3194a2a10d5f
REC-20260201-45024,PETM006202602261731012680,R008,Hyderabad Green,1769950256.881918,PET Plastic,13.2,excellent,composting,Collector-19,198.03,12.488932160553144,77.5375132512335,cedb8fd2f7d33f06
REC-20260201-68184,ALUM007202602261731011685,R003,Bengaluru E-Parisara,1769953194.369719,Aluminum,42.54,end_of_life,chemical,Collector-56,1489.07,12.576254804011093,77.4350772525174,985558bb7547b0fa
REC-20260201-47386,COPM002202602261731012608,R002,Mumbai Waste Warriors,1769955867.057976,Copper,27.24,excellent,composting,Collector-6,953.26,12.603243527681533,77.86050375412661,d4ca452fe98bbe0c
REC-20260201-73076,PAPM008202602261731011795,R004,Chennai Green Center,1769958081.154758,Paper/Cardboard,2.21,good,chemical,Collector-73,17.72,12.721726592485012,77.77734595344685,613d9603d963d0cc
REC-20260201-20009,PAPM004202602261731013297,R005,Kolkata Recovery,1769961743.617175,Paper/Cardboard,39.33,damaged,mechanical,Collector-79,314.65,13.301107814160883,77.36095623311176,e30e394ebf4c3206
REC-20260201-85628,PETM001202602261731014028,R001,Delhi Recycling Hub,1769961984.98443,PET Plastic,1.39,good,chemical,Collector-68,20.84,12.93290103664276,77.532837912364,4e0d9e28d0d7bf8d
REC-20260201-47205,PAPM008202602261731018655,R007,Ahmedabad Waste,1769963688.85687,Paper/Cardboard,12.34,end_of_life,composting,Collector-87,98.75,12.885648284862524,77.70042799679452,d36d2a68b9ce263f
REC-20260201-45056,STEM005202602261731013543,R001,Delhi Recycling Hub,1769964687.946398,Steel,38.67,damaged,mechanical,Collector-1,1353.57,12.980553928548956,77.63058451020905,d6cedb155f8c0175
REC-20260201-64123,PAPM005202602261731015351,R002,Mumbai Waste Warriors,1769966182.476145,Paper/Cardboard,13.94,damaged,pyrolysis,Collector-67,111.54,12.559642012727771,77.79729460115819,0d192d15f0be9619
REC-20260201-21208,ALUM005202602261731016947,R004,Chennai Green Center,1769966606.061546,Aluminum,13.11,excellent,pyrolysis,Collector-46,458.8,13.346898468988117,77.5715968375184,d9c7114235cba1e8
REC-20260201-74309,COPM005202602261731015315,R005,Kolkata Recovery,1769967022.237028,Copper,13.26,damaged,mechanical,Collector-32,464.15,12.57828955960132,77.45749755224291,b171f04d2025a38b
REC-20260201-43863,PETM008202602261731014060,R002,Mumbai Waste Warriors,1769967305.703429,PET Plastic,21.55,damaged,composting,Collector-91,323.25,13.256137479802778,77.88343958288489,a88ee8c87199d111
REC-20260201-21780,COPM005202602261731019307,R007,Ahmedabad Waste,1769968495.486833,Copper,5.82,damaged,mechanical,Collector-98,203.71,12.845284286070076,77.65547637649702,06b87eae336bef41
REC-20260201-30175,ALUM008202602261731011134,R005,Kolkata Recovery,1769969937.175308,Aluminum,8.63,excellent,mechanical,Collector-24,302.18,12.59878420513934,77.3698008294526,219962512c972bc3
REC-20260202-55663,PETM003202602261731017558,R004,Chennai Green Center,1769972641.831629,PET Plastic,18.95,good,mechanical,Collector-20,284.25,13.160319543109633,77.99430997624408,4c4f0896f2d1b60e
REC-20260202-14603,COPM008202602261731016024,R008,Hyderabad Green,1769974012.316944,Copper,37.38,damaged,mechanical,Collector-27,1308.3,13.461638229985445,77.58867424233493,d2fd090cb5b8f9d0
REC-20260202-82294,ALUM003202602261731011812,R004,Chennai Green Center,1769975272.834736,Aluminum,27.72,damaged,chemical,Collector-25,970.15,12.962804180227371,77.75989751376804,79139c0c80b229fd
REC-20260202-64800,LITM008202602261731017749,R005,Kolkata Recovery,1769975715.449121,Lithium Battery,23.71,excellent,chemical,Collector-56,1067.04,12.669131946894831,77.59205138338147,669cbc539643c086
REC-20260202-81307,GLAM003202602261731017362,R002,Mumbai Waste Warriors,1769981431.100903,Glass,0.7,end_of_life,chemical,Collector-1,3.48,13.282150421368954,77.98775277816475,715549ffff8325e9
REC-20260202-11529,ALUM004202602261731017328,R008,Hyderabad Green,1769982439.472607,Aluminum,1.53,good,composting,Collector-19,53.52,12.747108136677491,78.04554741182046,0a8537f09716103f
REC-20260202-74691,STEM005202602261731012717,R006,Pune Recycling,1769984306.605519,Steel,0.89,good,composting,Collector-52,31.13,12.593945393016824,77.80989962549424,a46472f7ca1a465c
REC-20260202-78350,E-WM004202602261731017894,R005,Kolkata Recovery,1769986195.385374,E-Waste PCB,5.3,end_of_life,composting,Collector-70,238.3,12.751713916671392,77.44177095353473,0825146165e7f7af
REC-20260202-91547,ORGM004202602261731011038,R005,Kolkata Recovery,1769988506.512425,Organic Waste,30.02,good,mechanical,Collector-2,90.07,13.174902806479784,77.96018708274363,c13aa195fe25100a
REC-20260202-22834,PETM007202602261731011488,R005,Kolkata Recovery,1769989761.306641,PET Plastic,8.67,end_of_life,chemical,Collector-100,130.07,12.908466132191606,77.70396417890679,fa97f73381cc6d84
REC-20260202-43450,PAPM002202602261731016133,R005,Kolkata Recovery,1769990995.452159,Paper/Cardboard,3.51,excellent,chemical,Collector-26,28.07,13.129623036407205,77.68283149461453,804cf5873cdebe29
REC-20260202-14857,GLAM006202602261731012895,R007,Ahmedabad Waste,1769993383.221584,Glass,11.37,excellent,composting,Collector-59,56.85,13.14499691739396,77.65159378790484,698a3d08fccbaa0f
REC-20260202-62196,COPM001202602261731011705,R004,Chennai Green Center,1769997994.143396,Copper,38.08,damaged,composting,Collector-96,1332.79,13.338149127335452,77.63877864239727,b5bba233d86472ae
