product_id,batch_number,manufacturer_id,manufacturer_name,material_type,material_category,weight_kg,carbon_footprint,recyclable_percentage,gst_hsn_code,manufacturing_date,expiry_date,qr_code_hash,gps_lat,gps_lon,source
PAPM007202602261731017748,BATCH-202601-584,M007,Apple India,Paper/Cardboard,paper,25.23,12.61,0.75,3973615,1769527185.692573,1786461585.692573,512d6d7d57de0918,13.057586589394475,77.68981642776002,manufacturing
PAPM007202602261731018557,BATCH-202601-981,M007,Apple India,Paper/Cardboard,paper,28.17,14.08,0.75,3963190,1769527384.5347,1778253784.5347,cdf44da6f889c28b,12.994641710118724,77.55507799704468,manufacturing
ALUM002202602261731014144,BATCH-202601-318,M002,Relacy Plastics,Aluminum,metal,39.95,319.63,0.95,3969597,1769527398.412615,,632bd23437a4ac27,19.087965002106568,72.86492658220234,manufacturing
ALUM004202602261731013445,BATCH-202601-996,M004,Kumar Paper Mills,Aluminum,metal,33.92,271.39,0.95,3922237,1769527564.706097,,5fccd1c9957ce66e,13.141346725661021,80.25012633737505,manufacturing
COPM007202602261731018110,BATCH-202601-208,M007,Apple India,Copper,metal,24.8,86.79,0.92,3991425,1769527606.054357,,9ba57b7cd1ddfd58,13.06395101579819,77.5670033957576,manufacturing
ORGM005202602261731016260,BATCH-202601-030,M005,GreenGlass India,Organic Waste,organic,1.78,0.36,0.95,3970135,1769527742.44827,1778426942.44827,7a5c951d526d8389,13.05431538675972,77.50389989001077,manufacturing
ORGM001202602261731015381,BATCH-202601-781,M001,Tata Steel,Organic Waste,organic,14.03,2.81,0.95,3949447,1769527953.714862,1787585553.714862,cefaf87675fb6e31,22.70582115788073,86.27687254130728,manufacturing
E-WM004202602261731012448,BATCH-202601-826,M004,Kumar Paper Mills,E-Waste PCB,e_waste,1.64,24.67,0.7,3936585,1769528075.517999,,6a24d504bbc9c178,13.00885974453023,80.18248614567449,manufacturing
GLAM002202602261731012683,BATCH-202601-011,M002,Relacy Plastics,Glass,glass,2.87,2.29,0.8,3927207,1769528102.775962,,d0a720cc1a457bd2,19.17470807427594,72.9499777540797,manufacturing
E-WM003202602261731013780,BATCH-202601-569,M003,Dixit E-Waste,E-Waste PCB,e_waste,43.45,651.7,0.7,3978488,1769528733.811841,,7a07fb2766f366be,28.65091659913319,77.27292954896805,manufacturing
PETM008202602261731019601,BATCH-202601-995,M008,Samsung India,PET Plastic,plastic,40.54,101.34,0.85,3952354,1769528876.225315,,b0f2c3eb84d14f70,28.536675496256812,77.39892487850045,manufacturing
PAPM004202602261731019751,BATCH-202601-611,M004,Kumar Paper Mills,Paper/Cardboard,paper,44.35,22.17,0.75,3915472,1769528880.464534,1773416880.464534,c9ef1fce280a88d5,13.018454029904081,80.17899148203318,manufacturing
ALUM004202602261731018034,BATCH-202601-740,M004,Kumar Paper Mills,Aluminum,metal,32.32,258.56,0.95,3980485,1769528922.322664,,6a10dcb2cdeec0fd,13.125986302123533,80.32204880137436,manufacturing
STEM008202602261731013203,BATCH-202601-742,M008,Samsung India,Steel,metal,36.42,65.56,0.88,3936475,1769529084.175101,,8a09c76df955c52c,28.56092611324279,77.46703327298327,manufacturing
HDPM002202602261731019732,BATCH-202601-696,M002,Relacy Plastics,HDPE Plastic,plastic,8.05,18.51,0.9,3958746,1769529117.750349,,3c7a6f6877309f56,19.09343208439972,72.80205671675219,manufacturing
ALUM006202602261731017715,BATCH-202601-030,M006,Amul Dairy,Aluminum,metal,38.15,305.17,0.95,3961981,1769529179.38188,,5799794b13d9f780,22.57007147036548,72.89572402854071,manufacturing
HDPM001202602261731018734,BATCH-202601-788,M001,Tata Steel,HDPE Plastic,plastic,20.74,47.7,0.9,3927884,1769529193.010984,,886c0f79a0fb24e2,22.832905000034472,86.24875789985342,manufacturing
ALUM001202602261731011575,BATCH-202601-812,M001,Tata Steel,Aluminum,metal,17.09,136.75,0.95,3940500,1769529220.968945,,fcdb037e0d8b5529,22.883252502302213,86.18572091576075,manufacturing
STEM008202602261731012617,BATCH-202601-398,M008,Samsung India,Steel,metal,32.27,58.08,0.88,3994601,1769529229.721988,,fb2e868802d6a224,28.540664272522882,77.43126280431495,manufacturing
LITM002202602261731014722,BATCH-202601-406,M002,Relacy Plastics,Lithium Battery,e_waste,13.93,348.37,0.6,3997371,1769529341.312653,,a5ac07f9d234197e,19.058452970370467,72.88336412029285,manufacturing
E-WM003202602261731011310,BATCH-202601-413,M003,Dixit E-Waste,E-Waste PCB,e_waste,49.0,735.02,0.7,3963535,1769529349.086935,,fd4da927f3116432,28.533933434496227,77.30201618982902,manufacturing
ORGM003202602261731015980,BATCH-202601-814,M003,Dixit E-Waste,Organic Waste,organic,33.97,6.79,0.95,3956702,1769529435.677937,1784908635.677937,55dd3d0d1dbfe394,28.55022216656054,77.28935580820264,manufacturing
STEM005202602261731019866,BATCH-202601-105,M005,GreenGlass India,Steel,metal,40.79,73.43,0.88,3988988,1769529448.071466,,ac8d83470b549989,13.006705202703913,77.60697699667341,manufacturing
E-WM002202602261731016718,BATCH-202601-123,M002,Relacy Plastics,E-Waste PCB,e_waste,48.47,727.01,0.7,3984265,1769529464.752531,,b3676e45610a5dc1,19.05397658266836,72.95842131493909,manufacturing
GLAM001202602261731012323,BATCH-202601-311,M001,Tata Steel,Glass,glass,6.18,4.95,0.8,3998650,1769529472.492936,,0398e30c17c5cfa5,22.858316700160405,86.24490105835334,manufacturing
HDPM002202602261731015522,BATCH-202601-305,M002,Relacy Plastics,HDPE Plastic,plastic,1.15,2.65,0.9,3970932,1769529504.926927,,d1e4149a7de770c7,18.999355289162253,72.79908756476375,manufacturing
E-WM004202602261731018755,BATCH-202601-573,M004,Kumar Paper Mills,E-Waste PCB,e_waste,8.26,123.95,0.7,3957221,1769529582.468312,,347a361ffdc7b3fe,13.103020042747733,80.25242397182933,manufacturing
PETM008202602261731014149,BATCH-202601-463,M008,Samsung India,PET Plastic,plastic,20.83,52.09,0.85,3917686,1769529605.218561,,36fbac3aded20a40,28.49619295566337,77.31691389455446,manufacturing
STEM001202602261731012766,BATCH-202601-608,M001,Tata Steel,Steel,metal,33.16,59.69,0.88,3917580,1769529665.23568,,a649a2b238e88605,22.728384443599776,86.15350249424469,manufacturing
GLAM002202602261731016749,BATCH-202601-403,M002,Relacy Plastics,Glass,glass,40.75,32.6,0.8,3918343,1769529674.972435,,f030b3503dc4017e,19.02747327040063,72.91801432512975,manufacturing
PAPM004202602261731013297,BATCH-202601-848,M004,Kumar Paper Mills,Paper/Cardboard,paper,45.08,22.54,0.75,3949715,1769529743.617175,1780502543.617175,f99d97c7fecc1d8e,13.136141474192648,80.28740584109829,manufacturing
PETM004202602261731017623,BATCH-202601-056,M004,Kumar Paper Mills,PET Plastic,plastic,9.64,24.1,0.85,3933614,1769529865.225695,,d572827c1e37f8e1,13.069047442678034,80.23774812642456,manufacturing
PAPM006202602261731012157,BATCH-202601-499,M006,Amul Dairy,Paper/Cardboard,paper,20.67,10.34,0.75,3982691,1769529872.953135,1772640272.953135,a6a819d4f4af4dd3,22.593325064032108,72.90845669249772,manufacturing
PAPM006202602261731018018,BATCH-202601-234,M006,Amul Dairy,Paper/Cardboard,paper,45.02,22.51,0.75,3941554,1769529876.766215,1783872276.766215,89fbba9a17c10b40,22.647469368137127,72.94732802689849,manufacturing
PETM006202602261731012441,BATCH-202601-781,M006,Amul Dairy,PET Plastic,plastic,18.9,47.26,0.85,3980301,1769529941.89444,,eb21de97a57ffbac,22.58394345247489,72.84746692598466,manufacturing
E-WM006202602261731015420,BATCH-202601-771,M006,Amul Dairy,E-Waste PCB,e_waste,25.42,381.33,0.7,3933343,1769529979.673878,,c4e6088cb6f1185f,22.600415110760867,72.83148785368385,manufacturing
ALUM007202602261731013904,BATCH-202601-401,M007,Apple India,Aluminum,metal,46.34,370.75,0.95,3993838,1769530024.362407,,329f6a9cba881b1e,13.006194917781952,77.61420799856312,manufacturing
LITM007202602261731018804,BATCH-202601-454,M007,Apple India,Lithium Battery,e_waste,38.49,962.32,0.6,3966567,1769530101.963726,,2c886040507e96f5,12.959406574398493,77.56951704593358,manufacturing
GLAM005202602261731016258,BATCH-202601-919,M005,GreenGlass India,Glass,glass,34.38,27.5,0.8,3976351,1769530128.106766,,b5ef0910ad58b2d0,12.892141678008722,77.4965615634133,manufacturing
ORGM004202602261731018688,BATCH-202601-796,M004,Kumar Paper Mills,Organic Waste,organic,15.84,3.17,0.95,3967321,1769530357.840331,1799251957.840331,52198b4bbb67d60c,13.064821418557994,80.17275879015301,manufacturing
ORGM002202602261731018507,BATCH-202601-497,M002,Relacy Plastics,Organic Waste,organic,18.02,3.6,0.95,3947877,1769530653.943525,1785601053.943525,63296a7e061be0f3,19.04566994395287,72.91903290987811,manufacturing
COPM002202602261731012427,BATCH-202601-468,M002,Relacy Plastics,Copper,metal,18.02,63.06,0.92,3959730,1769530738.284659,,b7745998bebb05a0,19.081842423361504,72.97721869863572,manufacturing
ALUM005202602261731013874,BATCH-202601-248,M005,GreenGlass India,Aluminum,metal,47.86,382.9,0.95,3971491,1769530756.399337,,3e384fabe257f924,13.013824997850664,77.58115644593103,manufacturing
PAPM007202602261731018870,BATCH-202601-263,M007,Apple India,Paper/Cardboard,paper,16.09,8.05,0.75,3950856,1769531399.677401,1798129799.677401,f8a56a8d6a16dd9f,12.98487796003471,77.49841866260685,manufacturing
ALUM005202602261731017093,BATCH-202601-405,M005,GreenGlass India,Aluminum,metal,23.37,186.99,0.95,3958732,1769531407.802347,,6ecde9fba69e6132,12.9925021759248,77.62193004950352,manufacturing
GLAM005202602261731017593,BATCH-202601-196,M005,GreenGlass India,Glass,glass,23.34,18.67,0.8,3987944,1769531584.219365,,29fa3b6da8f1c244,12.949260793216189,77.49845899704371,manufacturing
ORGM002202602261731015921,BATCH-202601-391,M002,Relacy Plastics,Organic Waste,organic,40.51,8.1,0.95,3920898,1769531715.234134,1774542915.234134,734e1be137173c32,19.160374299304042,72.84457792889467,manufacturing
PAPM005202602261731019048,BATCH-202601-721,M005,GreenGlass India,Paper/Cardboard,paper,4.69,2.35,0.75,3919969,1769531731.120785,1778776531.120785,ecd118bf3c30a270,12.983871946500802,77.69366571954619,manufacturing
STEM002202602261731012305,BATCH-202601-309,M002,Relacy Plastics,Steel,metal,32.04,57.67,0.88,3988213,1769531777.002279,,419fdfdd717ee8af,19.107524263301304,72.85349016554672,manufacturing
E-WM005202602261731018404,BATCH-202601-294,M005,GreenGlass India,E-Waste PCB,e_waste,18.75,281.29,0.7,3919760,1769531820.999764,,33f0e200a6e58544,13.044450006785048,77.66565867429122,manufacturing
ORGM008202602261731016420,BATCH-202601-916,M008,Samsung India,Organic Waste,organic,22.64,4.53,0.95,3963798,1769532027.580016,1788108027.580016,845194d8a0544340,28.590188217899303,77.35554876133614,manufacturing
E-WM005202602261731012895,BATCH-202601-403,M005,GreenGlass India,E-Waste PCB,e_waste,2.89,43.32,0.7,3917540,1769532058.751231,,31bc1cbff30c57e1,12.962444243704367,77.62337909874454,manufacturing
LITM008202602261731012702,BATCH-202601-916,M008,Samsung India,Lithium Battery,e_waste,1.93,48.19,0.6,3929822,1769532084.280615,,864523978735ce33,28.582739233817023,77.46518264426432,manufacturing
ALUM006202602261731013254,BATCH-202601-484,M006,Amul Dairy,Aluminum,metal,45.91,367.29,0.95,3999951,1769532133.509634,,bd4b86e6cab73b15,22.492258538363636,72.97000723505782,manufacturing
ORGM007202602261731011646,BATCH-202601-174,M007,Apple India,Organic Waste,organic,4.44,0.89,0.95,3937292,1769532153.526378,1776012153.526378,caf718ed2f7b207c,13.02872684974988,77.55782739293133,manufacturing
HDPM006202602261731013828,BATCH-202601-869,M006,Amul Dairy,HDPE Plastic,plastic,10.76,24.74,0.9,3936358,1769532299.597879,,e227b49d6defc59b,22.526367743151784,72.83553292029067,manufacturing
STEM003202602261731015701,BATCH-202601-480,M003,Dixit E-Waste,Steel,metal,19.42,34.96,0.88,3967973,1769532425.490329,,72c7eccf5f880a35,28.683501377808444,77.29969077685786,manufacturing
LITM005202602261731018021,BATCH-202601-370,M005,GreenGlass India,Lithium Battery,e_waste,43.72,1092.88,0.6,3915104,1769532616.501009,,c70a611afdcdb952,13.015279864113733,77.53132713378353,manufacturing
COPM004202602261731019916,BATCH-202601-214,M004,Kumar Paper Mills,Copper,metal,45.03,157.61,0.92,3966533,1769532724.457148,,c442afcc4f1c6405,13.093445346875054,80.34892065714148,manufacturing
E-WM004202602261731013907,BATCH-202601-566,M004,Kumar Paper Mills,E-Waste PCB,e_waste,30.65,459.78,0.7,3945193,1769533001.168879,,9336f9323922282c,13.131322089907549,80.31736745041414,manufacturing
GLAM002202602261731015744,BATCH-202601-381,M002,Relacy Plastics,Glass,glass,8.09,6.47,0.8,3949483,1769533023.381997,,acb9e60e2bd5ec56,19.036652016541336,72.87488510810729,manufacturing
ORGM006202602261731012433,BATCH-202601-339,M006,Amul Dairy,Organic Waste,organic,44.7,8.94,0.95,3922139,1769533089.867239,1797872289.867239,f3cef123ed7cd3fb,22.480969158214606,72.83680274383778,manufacturing
PAPM008202602261731015849,BATCH-202601-698,M008,Samsung India,Paper/Cardboard,paper,30.67,15.33,0.75,3958636,1769533207.877752,1782493207.877752,f892243ed579b934,28.474454273294764,77.44679573700729,manufacturing
ALUM001202602261731011602,BATCH-202601-258,M001,Tata Steel,Aluminum,metal,6.12,48.96,0.95,3919299,1769533326.143228,,7b08a4806fbe6156,22.788219332275354,86.16473362344722,manufacturing
STEM004202602261731019316,BATCH-202601-978,M004,Kumar Paper Mills,Steel,metal,5.57,10.02,0.88,3988167,1769533376.749023,,2fe0b8102d4b70e0,13.07889262529169,80.33158966411995,manufacturing
COPM005202602261731014122,BATCH-202601-352,M005,GreenGlass India,Copper,metal,26.24,91.85,0.92,3988225,1769533391.673224,,9ef697eb73cfaeb6,12.95829192462464,77.58560553477803,manufacturing
PAPM006202602261731016948,BATCH-202601-391,M006,Amul Dairy,Paper/Cardboard,paper,32.08,16.04,0.75,3983239,1769533499.725776,1778259899.725776,fbaebcec5118051f,22.556114891356888,73.01664292597849,manufacturing
ORGM004202602261731013748,BATCH-202601-814,M004,Kumar Paper Mills,Organic Waste,organic,15.24,3.05,0.95,3942944,1769533541.865782,1783962341.865782,cd9b385b01ed7d97,12.985306141093474,80.26623300326396,manufacturing
LITM007202602261731018986,BATCH-202601-327,M007,Apple India,Lithium Battery,e_waste,29.16,729.07,0.6,3969177,1769533648.233956,,6f2aba6b69d29239,13.026120279274878,77.68889425027643,manufacturing
PAPM003202602261731013088,BATCH-202601-956,M003,Dixit E-Waste,Paper/Cardboard,paper,18.55,9.28,0.75,3915466,1769533720.170714,1781370520.170714,62294e07b6e67d65,28.650313337662116,77.2423866821271,manufacturing
ALUM002202602261731013960,BATCH-202601-033,M002,Relacy Plastics,Aluminum,metal,31.07,248.53,0.95,3967239,1769533730.207374,,da1c8b87b6c346ad,19.120599871848434,72.91004353474167,manufacturing
PETM007202602261731013956,BATCH-202601-974,M007,Apple India,PET Plastic,plastic,36.24,90.61,0.85,3926272,1769533816.834391,,5e884c21a237a44a,12.89606865774558,77.67214275511974,manufacturing
ALUM006202602261731013208,BATCH-202601-881,M006,Amul Dairy,Aluminum,metal,43.64,349.13,0.95,3943142,1769533838.490691,,a61fc082e9da5a20,22.597645062703133,73.01763385785821,manufacturing
PAPM003202602261731015888,BATCH-202601-209,M003,Dixit E-Waste,Paper/Cardboard,paper,44.05,22.03,0.75,3913625,1769534036.982268,1799946836.982268,c3abb13888b3f514,28.621784246157773,77.21251627713535,manufacturing
PETM005202602261731018282,BATCH-202601-986,M005,GreenGlass India,PET Plastic,plastic,45.4,113.5,0.85,3927579,1769534082.334523,,fb5974c20c6b233e,13.048084837715425,77.58627003523841,manufacturing
STEM004202602261731013794,BATCH-202601-477,M004,Kumar Paper Mills,Steel,metal,17.97,32.34,0.88,3969432,1769534112.878442,,9119bb7e953de11c,13.16738920409121,80.33999632119122,manufacturing
LITM002202602261731013015,BATCH-202601-901,M002,Relacy Plastics,Lithium Battery,e_waste,16.72,418.08,0.6,3927406,1769534120.556441,,fb1fedf7faadd396,19.01843548320924,72.86990770777254,manufacturing
ALUM008202602261731011756,BATCH-202601-083,M008,Samsung India,Aluminum,metal,18.0,144.02,0.95,3942815,1769534131.950468,,08c0d0ee0a7bad41,28.578954276173892,77.44710866554135,manufacturing
PAPM005202602261731015351,BATCH-202601-128,M005,GreenGlass India,Paper/Cardboard,paper,18.98,9.49,0.75,3914293,1769534182.476145,1796836582.476145,9ca67b4e71c5f054,12.980972587503825,77.52167378341319,manufacturing
ORGM005202602261731018278,BATCH-202601-065,M005,GreenGlass India,Organic Waste,organic,7.58,1.52,0.95,3962843,1769534248.684893,1797009448.684893,39951ced316b5722,13.004656763566896,77.51787958687368,manufacturing
PETM007202602261731014992,BATCH-202601-165,M007,Apple India,PET Plastic,plastic,28.89,72.22,0.85,3927744,1769534313.671018,,451535a9c134c920,12.974128563200223,77.67275953429382,manufacturing
ALUM005202602261731012711,BATCH-202601-892,M005,GreenGlass India,Aluminum,metal,18.38,147.04,0.95,3915924,1769534423.560418,,9ed9b3b240709b82,12.875762137648804,77.66329109480843,manufacturing
PAPM001202602261731019631,BATCH-202601-291,M001,Tata Steel,Paper/Cardboard,paper,8.93,4.47,0.75,3935908,1769534466.151537,1799428866.151537,cde1ef2a95afe582,22.758856290276476,86.19589216368013,manufacturing
PAPM001202602261731018702,BATCH-202601-383,M001,Tata Steel,Paper/Cardboard,paper,19.65,9.83,0.75,3942865,1769534489.826003,1772817689.826003,8333b90a675322d3,22.776018775302948,86.11641191154838,manufacturing
PAPM002202602261731015927,BATCH-202601-755,M002,Relacy Plastics,Paper/Cardboard,paper,20.48,10.24,0.75,3977943,1769534524.907154,1781025724.907154,e74e42a4a24ea9b4,19.05460762418498,72.9700895489132,manufacturing
STEM006202602261731013837,BATCH-202601-050,M006,Amul Dairy,Steel,metal,20.59,37.07,0.88,3914725,1769534569.346873,,af510f1bdd27828c,22.606132494613316,72.96609448399225,manufacturing
ORGM007202602261731011693,BATCH-202601-369,M007,Apple India,Organic Waste,organic,17.59,3.52,0.95,3972828,1769534607.771247,1781285007.771247,ec99c9028bba7b49,13.036722987126579,77.66278205148345,manufacturing
LITM004202602261731013517,BATCH-202601-564,M004,Kumar Paper Mills,Lithium Battery,e_waste,9.99,249.74,0.6,3942998,1769534614.81061,,98c6f7d94f909cf4,13.134571031304358,80.33991760724011,manufacturing
PAPM003202602261731017235,BATCH-202601-344,M003,Dixit E-Waste,Paper/Cardboard,paper,8.96,4.48,0.75,3982992,1769534657.722885,1778693057.722885,5fce4c3ca8455329,28.546324819273977,77.13792147478293,manufacturing
E-WM007202602261731011430,BATCH-202601-678,M007,Apple India,E-Waste PCB,e_waste,2.92,43.77,0.7,3943351,1769534766.327829,,a5ae504ad2f60ea3,12.94717914755546,77.62193358344658,manufacturing
PAPM007202602261731018274,BATCH-202601-189,M007,Apple India,Paper/Cardboard,paper,10.68,5.34,0.75,3994541,1769534887.980863,1795627687.980863,5483a9477a8eacdf,12.882051930255297,77.5556296145548,manufacturing
COPM005202602261731015315,BATCH-202601-522,M005,GreenGlass India,Copper,metal,18.7,65.44,0.92,3978314,1769535022.237028,,dfd28930fb165e8b,12.892534125739125,77.50986998178864,manufacturing
PAPM008202602261731016376,BATCH-202601-822,M008,Samsung India,Paper/Cardboard,paper,23.17,11.58,0.75,3980635,1769535062.528827,1781026262.528827,19e42a4a671f2a6b,28.436406044300846,77.44340442394007,manufacturing
ORGM006202602261731013966,BATCH-202601-362,M006,Amul Dairy,Organic Waste,organic,36.95,7.39,0.95,3982516,1769535240.757787,1791653640.757787,b64d8e8d19b928bc,22.52873503375786,72.92808507724938,manufacturing
ALUM003202602261731017438,BATCH-202601-722,M003,Dixit E-Waste,Aluminum,metal,21.1,168.84,0.95,3948421,1769535269.327184,,4df18bb157286847,28.63134167763605,77.199999629732,manufacturing
